PassengerId,Survived,Pclass,Title,Surname,Sex,Age,SibSp,Parch,FamSize,isAlone,Fare,TktNum,Embarked,Deck,CabinNumber,Side,AgeGroup,FareGroup
508,0,3,1,Olsen,0,28.0,0,0,,,22.525,4001,3.0,-1,-1,-1,2,2
509,1,3,1,Lang,0,26.0,0,0,,,56.4958,1601,3.0,-1,-1,-1,2,3
510,1,3,1,Daly,0,29.0,0,0,,,7.75,382651,2.0,-1,-1,-1,2,0
511,0,3,1,Webber,0,25.0,0,0,,,8.05,3101316,3.0,-1,-1,-1,2,1
512,1,1,1,McGough,0,36.0,0,0,,,26.2875,17473,3.0,4,25,1,3,2
513,1,1,2,Rothschild,1,54.0,1,0,,,59.4,17603,1.0,-1,-1,-1,3,3
514,0,3,1,Coleff,0,24.0,0,0,,,7.4958,349209,3.0,-1,-1,-1,1,0
515,0,1,1,Walker,0,47.0,0,0,,,34.0208,36967,3.0,3,46,2,3,3
516,1,2,2,Lemore,1,34.0,0,0,,,10.5,34260,3.0,5,33,1,2,1
517,0,3,1,Ryan,0,25.0,0,0,,,24.15,371110,2.0,-1,-1,-1,2,2
518,1,2,2,Angle,1,36.0,1,0,,,26.0,226875,3.0,-1,-1,-1,3,2
519,0,3,1,Pavlovic,0,32.0,0,0,,,7.8958,349242,3.0,-1,-1,-1,2,0
520,1,1,2,Perreault,1,30.0,0,0,,,93.5,12749,3.0,1,73,1,2,3
521,0,3,1,Vovk,0,22.0,0,0,,,7.8958,349252,3.0,-1,-1,-1,1,0
522,0,3,1,Lahoud,0,25.0,0,0,,,7.225,2624,1.0,-1,-1,-1,2,0
523,1,1,2,Hippach,1,44.0,0,1,,,57.9792,111361,1.0,1,18,2,3,3
524,0,3,1,Kassem,0,25.0,0,0,,,7.2292,2700,1.0,-1,-1,-1,2,0
525,0,3,1,Farrell,0,40.5,0,0,,,7.75,367232,2.0,-1,-1,-1,3,0
526,1,2,2,Ridsdale,1,50.0,0,0,,,10.5,14258,3.0,-1,-1,-1,3,1
527,0,1,1,Farthing,0,40.0,0,0,,,221.7792,17483,3.0,2,95,1,3,3
528,0,3,1,Salonen,0,39.0,0,0,,,7.925,3101296,3.0,-1,-1,-1,3,1
529,0,2,1,Hocking,0,23.0,2,1,,,11.5,29104,3.0,-1,-1,-1,1,1
530,1,2,2,Quick,1,2.0,1,1,,,26.0,26360,3.0,-1,-1,-1,0,2
531,0,3,1,Toufik,0,25.0,0,0,,,7.2292,2641,1.0,-1,-1,-1,2,0
532,0,3,1,Elias,0,17.0,1,1,,,7.2292,2690,1.0,-1,-1,-1,1,0
533,1,3,2,Peter,1,21.5,0,2,,,22.3583,2668,1.0,-1,-1,-1,1,2
534,0,3,2,Cacic,1,30.0,0,0,,,8.6625,315084,3.0,-1,-1,-1,2,1
535,1,2,2,Hart,1,7.0,0,2,,,26.25,13529,3.0,-1,-1,-1,0,2
536,0,1,1,Butt,0,45.0,0,0,,,26.55,113050,3.0,1,38,2,3,2
537,1,1,2,LeRoy,1,30.0,0,0,,,106.425,17761,1.0,-1,-1,-1,2,3
538,0,3,1,Risien,0,25.0,0,0,,,14.5,364498,3.0,-1,-1,-1,2,2
539,1,1,2,Frolicher,1,22.0,0,2,,,49.5,13568,1.0,1,39,1,1,3
540,1,1,2,Crosby,1,36.0,0,2,,,71.0,5735,3.0,1,22,2,3,3
541,0,3,2,Andersson,1,9.0,4,2,,,31.275,347082,3.0,-1,-1,-1,0,3
542,0,3,2,Andersson,1,11.0,4,2,,,31.275,347082,3.0,-1,-1,-1,0,3
543,1,2,1,Beane,0,32.0,1,0,,,26.0,2908,3.0,-1,-1,-1,2,2
544,0,1,1,Douglas,0,50.0,1,0,,,106.425,17761,1.0,2,86,2,3,3
545,0,1,1,Nicholson,0,64.0,0,0,,,26.0,693,3.0,-1,-1,-1,4,2
546,1,2,2,Beane,1,19.0,1,0,,,26.0,2908,3.0,-1,-1,-1,1,2
547,1,2,1,Padro y Manent,0,30.0,0,0,,,13.8625,2146,1.0,-1,-1,-1,2,1
548,0,3,1,Goldsmith,0,33.0,1,1,,,20.525,363291,3.0,-1,-1,-1,2,2
549,1,2,1,Davies,0,8.0,1,1,,,36.75,33112,3.0,-1,-1,-1,0,3
550,1,1,1,Thayer,0,17.0,0,2,,,110.8833,17421,1.0,2,70,2,1,3
551,0,2,1,Sharp,0,27.0,0,0,,,26.0,244358,3.0,-1,-1,-1,2,2
552,0,3,1,O'Brien,0,25.0,0,0,,,7.8292,330979,2.0,-1,-1,-1,2,0
553,1,3,1,Leeni,0,22.0,0,0,,,7.225,2620,1.0,-1,-1,-1,1,0
554,1,3,2,Ohman,1,22.0,0,0,,,7.775,347085,3.0,-1,-1,-1,1,0
555,0,1,1,Wright,0,62.0,0,0,,,26.55,113807,3.0,-1,-1,-1,4,2
556,1,1,1,Duff Gordon,1,48.0,1,0,,,39.6,11755,1.0,0,16,2,3,3
557,0,1,1,Robbins,0,40.0,0,0,,,227.525,17757,1.0,-1,-1,-1,3,3
558,1,1,2,Taussig,1,39.0,1,1,,,79.65,110413,3.0,4,67,1,3,3
559,1,3,2,de Messemaeker,1,36.0,1,0,,,17.4,345572,3.0,-1,-1,-1,3,2
560,0,3,1,Morrow,0,25.0,0,0,,,7.75,372622,2.0,-1,-1,-1,2,0
561,0,3,1,Sivic,0,40.0,0,0,,,7.8958,349251,3.0,-1,-1,-1,3,0
562,0,2,1,Norman,0,28.0,0,0,,,13.5,218629,3.0,-1,-1,-1,2,1
563,0,3,1,Simmons,0,25.0,0,0,,,8.05,392082,3.0,-1,-1,-1,2,1
564,0,3,2,Meanwell,1,21.5,0,0,,,8.05,392087,3.0,-1,-1,-1,1,1
565,0,3,1,Davies,0,24.0,2,0,,,24.15,48871,3.0,-1,-1,-1,1,2
566,0,3,1,Stoytcheff,0,19.0,0,0,,,7.8958,349205,3.0,-1,-1,-1,1,0
567,0,3,2,Palsson,1,29.0,0,4,,,21.075,349909,3.0,-1,-1,-1,2,2
568,0,3,1,Doharr,0,25.0,0,0,,,7.2292,2686,1.0,-1,-1,-1,2,0
569,1,3,1,Jonsson,0,32.0,0,0,,,7.8542,350417,3.0,-1,-1,-1,2,0
570,1,2,1,Harris,0,62.0,0,0,,,10.5,752,3.0,-1,-1,-1,4,1
571,1,1,2,Appleton,1,53.0,2,0,,,51.4792,11769,3.0,2,101,1,3,3
572,1,1,1,Flynn,0,36.0,0,0,,,26.3875,17474,3.0,4,25,1,3,2
573,1,3,2,Kelly,1,21.5,0,0,,,7.75,14312,2.0,-1,-1,-1,1,0
574,0,3,1,Rush,0,16.0,0,0,,,8.05,20589,3.0,-1,-1,-1,1,1
575,0,3,1,Patchett,0,19.0,0,0,,,14.5,358585,3.0,-1,-1,-1,1,2
576,1,2,2,Garside,1,34.0,0,0,,,13.0,243880,3.0,-1,-1,-1,2,1
577,1,1,2,Silvey,1,39.0,1,0,,,55.9,13507,3.0,4,44,2,3,3
578,0,3,2,Caram,1,21.5,1,0,,,14.4583,2689,1.0,-1,-1,-1,1,2
579,1,3,1,Jussila,0,32.0,0,0,,,7.925,3101286,3.0,-1,-1,-1,2,1
580,1,2,2,Christy,1,25.0,1,1,,,30.0,237789,3.0,-1,-1,-1,2,2
581,1,1,2,Thayer,1,39.0,1,1,,,110.8833,17421,1.0,2,68,2,3,3
582,0,2,1,Downton,0,54.0,0,0,,,26.0,28403,3.0,-1,-1,-1,3,2
583,0,1,1,Ross,0,36.0,0,0,,,40.125,13049,1.0,0,10,2,3,3
584,0,3,1,Paulner,0,25.0,0,0,,,8.7125,3411,1.0,-1,-1,-1,2,1
585,1,1,2,Taussig,1,18.0,0,2,,,79.65,110413,3.0,4,68,2,1,3
586,0,2,1,Jarvis,0,47.0,0,0,,,15.0,237565,3.0,-1,-1,-1,3,2
587,1,1,1,Frolicher-Stehli,0,60.0,1,1,,,79.2,13567,1.0,1,41,1,4,3
588,0,3,1,Gilinski,0,22.0,0,0,,,8.05,14973,3.0,-1,-1,-1,1,1
589,0,3,1,Murdlin,0,25.0,0,0,,,8.05,3235,3.0,-1,-1,-1,2,1
590,0,3,1,Rintamaki,0,35.0,0,0,,,7.125,3101273,3.0,-1,-1,-1,3,0
591,1,1,2,Stephenson,1,52.0,1,0,,,78.2667,36947,1.0,3,20,2,3,3
592,0,3,1,Elsbury,0,47.0,0,0,,,7.25,3902,3.0,-1,-1,-1,3,0
593,0,3,2,Bourke,1,21.5,0,2,,,7.75,364848,2.0,-1,-1,-1,1,0
594,0,2,1,Chapman,0,37.0,1,0,,,26.0,29037,3.0,-1,-1,-1,3,2
595,0,3,1,Van Impe,0,36.0,1,1,,,24.15,345773,3.0,-1,-1,-1,3,2
596,1,2,2,Leitch,1,28.0,0,0,,,33.0,248727,3.0,-1,-1,-1,2,3
597,0,3,1,Johnson,0,49.0,0,0,,,0.0,-1,3.0,-1,-1,-1,3,0
598,0,3,1,Boulos,0,25.0,0,0,,,7.225,2664,1.0,-1,-1,-1,2,0
599,1,1,1,Duff Gordon,0,49.0,1,0,,,56.9292,17485,1.0,0,20,2,3,3
600,1,2,2,Jacobsohn,1,24.0,2,1,,,27.0,243847,3.0,-1,-1,-1,1,2
601,0,3,1,Slabenoff,0,25.0,0,0,,,7.8958,349214,3.0,-1,-1,-1,2,0
602,0,1,1,Harrington,0,40.0,0,0,,,42.4,113796,3.0,-1,-1,-1,3,3
603,0,3,1,Torber,0,44.0,0,0,,,8.05,364511,3.0,-1,-1,-1,3,1
604,1,1,1,Homer,0,35.0,0,0,,,26.55,111426,1.0,-1,-1,-1,3,2
605,0,3,1,Lindell,0,36.0,1,0,,,15.55,349910,3.0,-1,-1,-1,3,2
606,0,3,1,Karaic,0,30.0,0,0,,,7.8958,349246,3.0,-1,-1,-1,2,0
607,1,1,1,Daniel,0,27.0,0,0,,,30.5,113804,3.0,-1,-1,-1,2,2
608,1,2,2,Laroche,1,22.0,1,2,,,41.5792,2123,1.0,-1,-1,-1,1,3
609,1,1,2,Shutes,1,40.0,0,0,,,153.4625,17582,3.0,2,125,1,3,3
610,0,3,2,Andersson,1,39.0,1,5,,,31.275,347082,3.0,-1,-1,-1,3,3
611,0,3,1,Jardin,0,25.0,0,0,,,7.05,3101305,3.0,-1,-1,-1,2,0
612,1,3,2,Murphy,1,21.5,1,0,,,15.5,367230,2.0,-1,-1,-1,1,2
613,0,3,1,Horgan,0,25.0,0,0,,,7.75,370377,2.0,-1,-1,-1,2,0
614,0,3,1,Brocklebank,0,35.0,0,0,,,8.05,364512,3.0,-1,-1,-1,3,1
615,1,2,2,Herman,1,24.0,1,2,,,65.0,220845,3.0,-1,-1,-1,1,3
616,0,3,1,Danbom,0,34.0,1,1,,,14.4,347080,3.0,-1,-1,-1,2,1
617,0,3,2,Lobb,1,26.0,1,0,,,16.1,3336,3.0,-1,-1,-1,2,2
618,1,2,2,Becker,1,4.0,2,1,,,39.0,230136,3.0,5,4,2,0,3
619,0,2,1,Gavey,0,26.0,0,0,,,10.5,31028,3.0,-1,-1,-1,2,1
620,0,3,1,Yasbeck,0,27.0,1,0,,,14.4542,2659,1.0,-1,-1,-1,2,1
621,1,1,1,Kimball,0,42.0,1,0,,,52.5542,11753,3.0,3,19,1,3,3
622,1,3,1,Nakid,0,20.0,1,1,,,15.7417,2653,1.0,-1,-1,-1,1,2
623,0,3,1,Hansen,0,21.0,0,0,,,7.8542,350029,3.0,-1,-1,-1,1,0
624,0,3,1,Bowen,0,21.0,0,0,,,16.1,54636,3.0,-1,-1,-1,1,2
625,0,1,1,Sutton,0,61.0,0,0,,,32.3208,36963,3.0,3,50,2,4,3
626,0,2,1,Kirkland,0,57.0,0,0,,,12.35,219533,2.0,-1,-1,-1,3,1
627,1,1,2,Longley,1,21.0,0,0,,,77.9583,13502,3.0,3,9,1,1,3
628,0,3,1,Bostandyeff,0,26.0,0,0,,,7.8958,349224,3.0,-1,-1,-1,2,0
629,0,3,1,O'Connell,0,25.0,0,0,,,7.7333,334912,2.0,-1,-1,-1,2,0
630,1,1,1,Barkworth,0,80.0,0,0,,,30.0,27042,3.0,0,23,1,4,2
631,0,3,1,Lundahl,0,51.0,0,0,,,7.0542,347743,3.0,-1,-1,-1,3,0
632,1,1,0,Stahelin-Maeglin,0,32.0,0,0,,,30.5,13214,1.0,1,50,2,2,2
633,0,1,1,Parr,0,40.0,0,0,,,0.0,112052,3.0,-1,-1,-1,3,0
634,0,3,2,Skoog,1,9.0,3,2,,,27.9,347088,3.0,-1,-1,-1,0,2
635,1,2,2,Davis,1,28.0,0,0,,,13.0,237668,3.0,-1,-1,-1,2,1
636,0,3,1,Leinonen,0,32.0,0,0,,,7.925,3101292,3.0,-1,-1,-1,2,1
637,0,2,1,Collyer,0,31.0,1,1,,,26.25,31921,3.0,-1,-1,-1,2,2
638,0,3,2,Panula,1,41.0,0,5,,,39.6875,3101295,3.0,-1,-1,-1,3,3
639,0,3,1,Thorneycroft,0,25.0,1,0,,,16.1,376564,3.0,-1,-1,-1,2,2
640,0,3,1,Jensen,0,20.0,0,0,,,7.8542,350050,3.0,-1,-1,-1,1,0
641,1,1,2,Sagesser,1,24.0,0,0,,,69.3,17477,1.0,1,35,1,1,3
642,0,3,2,Skoog,1,2.0,3,2,,,27.9,347088,3.0,-1,-1,-1,0,2
643,1,3,1,Foo,0,25.0,0,0,,,56.4958,1601,3.0,-1,-1,-1,2,3
644,1,3,2,Baclini,1,0.75,2,1,,,19.2583,2666,1.0,-1,-1,-1,0,2
645,1,1,1,Harper,0,48.0,1,0,,,76.7292,17572,1.0,3,33,1,3,3
646,0,3,1,Cor,0,19.0,0,0,,,7.8958,349231,3.0,-1,-1,-1,1,0
647,1,1,1,Simonius-Blumer,0,56.0,0,0,,,35.5,13213,1.0,0,26,2,3,3
648,0,3,1,Willey,0,25.0,0,0,,,7.55,751,3.0,-1,-1,-1,2,0
649,1,3,2,Stanley,1,23.0,0,0,,,7.55,2314,3.0,-1,-1,-1,1,0
650,0,3,1,Mitkoff,0,25.0,0,0,,,7.8958,349221,3.0,-1,-1,-1,2,0
651,1,2,2,Doling,1,18.0,0,1,,,23.0,231919,3.0,-1,-1,-1,1,2
652,0,3,1,Kalvik,0,21.0,0,0,,,8.4333,8475,3.0,-1,-1,-1,1,1
653,1,3,2,O'Leary,1,21.5,0,0,,,7.8292,330919,2.0,-1,-1,-1,1,0
654,0,3,2,Hegarty,1,18.0,0,0,,,6.75,365226,2.0,-1,-1,-1,1,0
655,0,2,1,Hickman,0,24.0,2,0,,,73.5,14879,3.0,-1,-1,-1,1,3
656,0,3,1,Radeff,0,25.0,0,0,,,7.8958,349223,3.0,-1,-1,-1,2,0
657,0,3,2,Bourke,1,32.0,1,1,,,15.5,364849,2.0,-1,-1,-1,2,2
658,0,2,1,Eitemiller,0,23.0,0,0,,,13.0,29751,3.0,-1,-1,-1,1,1
659,0,1,1,Newell,0,58.0,0,2,,,113.275,35273,1.0,3,48,2,3,3
660,1,1,0,Frauenthal,0,50.0,2,0,,,133.65,17611,3.0,-1,-1,-1,3,3
661,0,3,1,Badt,0,40.0,0,0,,,7.225,2623,1.0,-1,-1,-1,3,0
662,0,1,1,Colley,0,47.0,0,0,,,25.5875,5727,3.0,4,58,2,3,2
663,0,3,1,Coleff,0,36.0,0,0,,,7.4958,349210,3.0,-1,-1,-1,3,0
664,1,3,1,Lindqvist,0,20.0,1,0,,,7.925,3101285,3.0,-1,-1,-1,1,1
665,0,2,1,Hickman,0,32.0,2,0,,,73.5,14879,3.0,-1,-1,-1,2,3
666,0,2,1,Butler,0,25.0,0,0,,,13.0,234686,3.0,-1,-1,-1,2,1
667,0,3,1,Rommetvedt,0,25.0,0,0,,,7.775,312993,3.0,-1,-1,-1,2,0
668,0,3,1,Cook,0,43.0,0,0,,,8.05,3536,3.0,-1,-1,-1,3,1
669,1,1,2,Taylor,1,35.0,1,0,,,52.0,19996,3.0,2,126,2,3,3
670,1,2,2,Brown,1,40.0,1,1,,,39.0,29750,3.0,-1,-1,-1,3,3
671,0,1,1,Davidson,0,31.0,1,0,,,52.0,12750,3.0,1,71,1,2,3
672,0,2,1,Mitchell,0,70.0,0,0,,,10.5,24580,3.0,-1,-1,-1,4,1
673,1,2,1,Wilhelms,0,31.0,0,0,,,13.0,244270,3.0,-1,-1,-1,2,1
674,0,2,1,Watson,0,30.0,0,0,,,0.0,239856,3.0,-1,-1,-1,2,0
675,0,3,1,Edvardsson,0,18.0,0,0,,,7.775,349912,3.0,-1,-1,-1,1,0
676,0,3,1,Sawyer,0,24.5,0,0,,,8.05,342826,3.0,-1,-1,-1,1,1
677,1,3,2,Turja,1,18.0,0,0,,,9.8417,4138,3.0,-1,-1,-1,1,1
678,0,3,2,Goodwin,1,43.0,1,6,,,46.9,2144,3.0,-1,-1,-1,3,3
679,1,1,1,Cardeza,0,36.0,0,1,,,512.3292,17755,1.0,"[1, 1, 1]","[51, 53, 55]","[1, 1, 1]",3,3
680,0,3,2,Peters,1,21.5,0,0,,,8.1375,330935,2.0,-1,-1,-1,1,1
681,1,1,1,Hassab,0,27.0,0,0,,,76.7292,17572,1.0,3,49,1,2,3
682,0,3,1,Olsvigen,0,20.0,0,0,,,9.225,6563,3.0,-1,-1,-1,1,1
683,0,3,1,Goodwin,0,14.0,5,2,,,46.9,2144,3.0,-1,-1,-1,1,3
684,0,2,1,Brown,0,60.0,1,1,,,39.0,29750,3.0,-1,-1,-1,4,3
685,0,2,1,Laroche,0,25.0,1,2,,,41.5792,2123,1.0,-1,-1,-1,2,3
686,0,3,1,Panula,0,14.0,4,1,,,39.6875,3101295,3.0,-1,-1,-1,1,3
687,0,3,1,Dakic,0,19.0,0,0,,,10.1708,349228,3.0,-1,-1,-1,1,1
688,0,3,1,Fischer,0,18.0,0,0,,,7.7958,350036,3.0,-1,-1,-1,1,0
689,1,1,2,Madill,1,15.0,0,1,,,211.3375,24160,3.0,1,5,1,1,3
690,1,1,1,Dick,0,31.0,1,0,,,57.0,17474,3.0,1,20,2,2,3
691,1,3,2,Karun,1,4.0,0,1,,,13.4167,349256,1.0,-1,-1,-1,0,1
692,1,3,1,Lam,0,25.0,0,0,,,56.4958,1601,3.0,-1,-1,-1,2,3
693,0,3,1,Saad,0,25.0,0,0,,,7.225,2672,1.0,-1,-1,-1,2,0
694,0,1,1,Weir,0,60.0,0,0,,,26.55,113800,3.0,-1,-1,-1,4,2
695,0,2,1,Chapman,0,52.0,0,0,,,13.5,248731,3.0,-1,-1,-1,3,1
696,0,3,1,Kelly,0,44.0,0,0,,,8.05,363592,3.0,-1,-1,-1,3,1
697,1,3,2,Mullens,1,21.5,0,0,,,7.7333,35852,2.0,-1,-1,-1,1,0
698,0,1,1,Thayer,0,49.0,1,1,,,110.8833,17421,1.0,2,68,2,3,3
699,0,3,1,Humblen,0,42.0,0,0,,,7.65,348121,3.0,"[5, 6]","[-1, 63]",[1],3,0
700,1,1,2,Astor,1,18.0,1,0,,,227.525,17757,1.0,"[2, 2]","[62, 64]","[2, 2]",1,3
701,1,1,1,Silverthorne,0,35.0,0,0,,,26.2875,17475,3.0,4,24,2,3,2
702,0,3,2,Barbara,1,18.0,0,1,,,14.4542,2691,1.0,-1,-1,-1,1,1
703,0,3,1,Gallagher,0,25.0,0,0,,,7.7417,36864,2.0,-1,-1,-1,2,0
704,0,3,1,Hansen,0,26.0,1,0,,,7.8542,350025,3.0,-1,-1,-1,2,0
705,0,2,1,Morley,0,39.0,0,0,,,26.0,250655,3.0,-1,-1,-1,3,2
706,1,2,2,Kelly,1,45.0,0,0,,,13.5,223596,3.0,-1,-1,-1,3,1
707,1,1,1,Calderhead,0,42.0,0,0,,,26.2875,17476,3.0,4,24,2,3,2
708,1,1,2,Cleaver,1,22.0,0,0,,,151.55,113781,3.0,-1,-1,-1,1,3
709,1,3,1,Moubarek,0,25.0,1,1,,,15.2458,2661,1.0,-1,-1,-1,2,2
710,1,1,2,Mayne,1,24.0,0,0,,,49.5042,17482,1.0,2,90,2,1,3
711,0,1,1,Klaber,0,40.0,0,0,,,26.55,113028,3.0,2,124,2,3,2
712,1,1,1,Taylor,0,48.0,1,0,,,52.0,19996,3.0,2,126,2,3,3
713,0,3,1,Larsson,0,29.0,0,0,,,9.4833,7545,3.0,-1,-1,-1,2,1
714,0,2,1,Greenberg,0,52.0,0,0,,,13.0,250647,3.0,-1,-1,-1,3,1
715,0,3,1,Soholt,0,19.0,0,0,,,7.65,348124,3.0,"[5, 6]","[-1, 73]",[1],1,0
716,1,1,2,Endres,1,38.0,0,0,,,227.525,17757,1.0,2,45,1,3,3
717,1,2,2,Troutt,1,27.0,0,0,,,10.5,34218,3.0,4,101,1,2,1
718,0,3,1,McEvoy,0,25.0,0,0,,,15.5,36568,2.0,-1,-1,-1,2,2
719,0,3,1,Johnson,0,33.0,0,0,,,7.775,347062,3.0,-1,-1,-1,2,0
720,1,2,2,Harper,1,6.0,0,1,,,33.0,248727,3.0,-1,-1,-1,0,3
721,0,3,1,Jensen,0,17.0,1,0,,,7.0542,350048,3.0,-1,-1,-1,1,0
722,0,2,1,Gillespie,0,34.0,0,0,,,13.0,12233,3.0,-1,-1,-1,2,1
723,0,2,1,Hodges,0,50.0,0,0,,,13.0,250643,3.0,-1,-1,-1,3,1
724,1,1,1,Chambers,0,27.0,1,0,,,53.1,113806,3.0,4,8,2,2,3
725,0,3,1,Oreskovic,0,20.0,0,0,,,8.6625,315094,3.0,-1,-1,-1,1,1
726,1,2,2,Renouf,1,30.0,3,0,,,21.0,31027,3.0,-1,-1,-1,2,2
727,1,3,2,Mannion,1,21.5,0,0,,,7.7375,36866,2.0,-1,-1,-1,1,0
728,0,2,1,Bryhl,0,25.0,1,0,,,26.0,236853,3.0,-1,-1,-1,2,2
729,0,3,2,Ilmakangas,1,25.0,1,0,,,7.925,3101271,3.0,-1,-1,-1,2,1
730,1,1,2,Allen,1,29.0,0,0,,,211.3375,24160,3.0,1,5,1,2,3
731,0,3,1,Hassan,0,11.0,0,0,,,18.7875,2699,1.0,-1,-1,-1,0,2
732,0,2,1,Knight,0,30.0,0,0,,,0.0,239855,3.0,-1,-1,-1,2,0
733,0,2,1,Berriman,0,23.0,0,0,,,13.0,28425,3.0,-1,-1,-1,1,1
734,0,2,1,Troupiansky,0,23.0,0,0,,,13.0,233639,3.0,-1,-1,-1,1,1
735,0,3,1,Williams,0,28.5,0,0,,,16.1,54636,3.0,-1,-1,-1,2,2
736,0,3,2,Ford,1,48.0,1,3,,,34.375,6608,3.0,-1,-1,-1,3,3
737,1,1,1,Lesurer,0,35.0,0,0,,,512.3292,17755,1.0,1,101,1,3,3
738,0,3,1,Ivanoff,0,25.0,0,0,,,7.8958,349201,3.0,-1,-1,-1,2,0
739,0,3,1,Nankoff,0,25.0,0,0,,,7.8958,349218,3.0,-1,-1,-1,2,0
740,1,1,1,Hawksford,0,40.0,0,0,,,30.0,16988,3.0,3,45,1,3,2
741,0,1,1,Cavendish,0,36.0,1,0,,,78.85,19877,3.0,2,46,2,3,3
742,1,1,2,Ryerson,1,21.0,2,2,,,262.375,17608,1.0,"[1, 1, 1, 1]","[57, 59, 63, 66]","[1, 1, 1, 2]",1,3
743,0,3,1,McNamee,0,24.0,1,0,,,16.1,376566,3.0,-1,-1,-1,1,2
744,1,3,1,Stranden,0,31.0,0,0,,,7.925,3101288,3.0,-1,-1,-1,2,1
745,0,1,1,Crosby,0,70.0,1,1,,,71.0,5735,3.0,1,22,2,4,3
746,0,3,1,Abbott,0,16.0,1,1,,,20.25,2673,3.0,-1,-1,-1,1,2
747,1,2,2,Sinkkonen,1,30.0,0,0,,,13.0,250648,3.0,-1,-1,-1,2,1
748,0,1,1,Marvin,0,19.0,1,0,,,53.1,113773,3.0,3,30,2,1,3
749,0,3,1,Connaghton,0,31.0,0,0,,,7.75,335097,2.0,-1,-1,-1,2,0
750,1,2,2,Wells,1,4.0,1,1,,,23.0,29103,3.0,-1,-1,-1,0,2
751,1,3,1,Moor,0,6.0,0,1,,,12.475,392096,3.0,4,121,1,0,1
752,0,3,1,Vande Velde,0,33.0,0,0,,,9.5,345780,3.0,-1,-1,-1,2,1
753,0,3,1,Jonkoff,0,23.0,0,0,,,7.8958,349204,3.0,-1,-1,-1,1,0
754,1,2,2,Herman,1,48.0,1,2,,,65.0,220845,3.0,-1,-1,-1,3,3
755,1,2,1,Hamalainen,0,0.67,1,1,,,14.5,250649,3.0,-1,-1,-1,0,2
756,0,3,1,Carlsson,0,28.0,0,0,,,7.7958,350042,3.0,-1,-1,-1,2,0
757,0,2,1,Bailey,0,18.0,0,0,,,11.5,29108,3.0,-1,-1,-1,1,1
758,0,3,1,Theobald,0,34.0,0,0,,,8.05,363294,3.0,-1,-1,-1,2,1
759,1,1,2,Rothes,1,33.0,0,0,,,86.5,110152,3.0,1,77,1,2,3
760,0,3,1,Garfirth,0,25.0,0,0,,,14.5,358585,3.0,-1,-1,-1,2,2
761,0,3,1,Nirva,0,41.0,0,0,,,7.125,3101272,3.0,-1,-1,-1,3,0
762,1,3,1,Barah,0,20.0,0,0,,,7.2292,2663,1.0,-1,-1,-1,1,0
763,1,1,2,Carter,1,36.0,1,2,,,120.0,113760,3.0,"[1, 1]","[96, 98]","[2, 2]",3,3
764,0,3,1,Eklund,0,16.0,0,0,,,7.775,347074,3.0,-1,-1,-1,1,0
765,1,1,2,Hogeboom,1,51.0,1,0,,,77.9583,13502,3.0,3,11,1,3,3
766,0,1,0,Brewe,0,40.0,0,0,,,39.6,112379,1.0,-1,-1,-1,3,3
767,0,3,2,Mangan,1,30.5,0,0,,,7.75,364850,2.0,-1,-1,-1,2,0
768,0,3,1,Moran,0,25.0,1,0,,,24.15,371110,2.0,-1,-1,-1,2,2
769,0,3,1,Gronnestad,0,32.0,0,0,,,8.3625,8471,3.0,-1,-1,-1,2,1
770,0,3,1,Lievens,0,24.0,0,0,,,9.5,345781,3.0,-1,-1,-1,1,1
771,0,3,1,Jensen,0,48.0,0,0,,,7.8542,350047,3.0,-1,-1,-1,3,0
772,0,2,2,Mack,1,57.0,0,0,,,10.5,3,3.0,4,77,1,3,1
773,0,3,1,Elias,0,25.0,0,0,,,7.225,2674,1.0,-1,-1,-1,2,0
774,1,2,2,Hocking,1,54.0,1,3,,,23.0,29105,3.0,-1,-1,-1,3,2
775,0,3,1,Myhrman,0,18.0,0,0,,,7.75,347078,3.0,-1,-1,-1,1,0
776,0,3,1,Tobin,0,25.0,0,0,,,7.75,383121,2.0,5,38,2,2,0
777,1,3,2,Emanuel,1,5.0,0,0,,,12.475,364516,3.0,-1,-1,-1,0,1
778,0,3,1,Kilgannon,0,25.0,0,0,,,7.7375,36865,2.0,-1,-1,-1,2,0
779,1,1,2,Robert,1,43.0,0,1,,,211.3375,24160,3.0,1,3,1,3,3
780,1,3,2,Ayoub,1,13.0,0,0,,,7.2292,2687,1.0,-1,-1,-1,0,0
781,1,1,2,Dick,1,17.0,1,0,,,57.0,17474,3.0,1,20,2,1,3
782,0,1,1,Long,0,29.0,0,0,,,30.0,113501,3.0,3,6,2,2,2
783,0,3,1,Johnston,0,25.0,1,2,,,23.45,6607,3.0,-1,-1,-1,2,2
784,0,3,1,Ali,0,25.0,0,0,,,7.05,3101312,3.0,-1,-1,-1,2,0
785,0,3,1,Harmer,0,25.0,0,0,,,7.25,374887,3.0,-1,-1,-1,2,0
786,1,3,2,Sjoblom,1,18.0,0,0,,,7.4958,3101265,3.0,-1,-1,-1,1,0
787,0,3,1,Rice,0,8.0,4,1,,,29.125,382652,2.0,-1,-1,-1,0,2
788,1,3,1,Dean,0,1.0,1,2,,,20.575,2315,3.0,-1,-1,-1,0,2
